beta,seed,gamma_freq,gamma_amp,gamma_mean,frequency
5.0000000000000004e-08, 20000, 1.2100840336134453, 100, 0, 0.4275
5.0000000000000004e-08, 20000, 1.2773109243697478, 100, 0, 0.4125
5.0000000000000004e-08, 20000, 1.3445378151260503, 100, 0, 0.4025
5.0000000000000004e-08, 20000, 1.4117647058823528, 100, 0, 0.4225
5.0000000000000004e-08, 20000, 1.4789915966386553, 100, 0, 0.425
5.0000000000000004e-08, 20000, 1.5462184873949578, 100, 0, 0.415
5.0000000000000004e-08, 20000, 1.6134453781512605, 100, 0, 0.425
5.0000000000000004e-08, 20000, 1.680672268907563, 100, 0, 0.415
5.0000000000000004e-08, 20000, 1.7478991596638656, 100, 0, 0.405
5.0000000000000004e-08, 20000, 1.815126050420168, 100, 0, 0.4225
5.0000000000000004e-08, 20000, 1.8823529411764706, 100, 0, 0.4375
5.0000000000000004e-08, 20000, 1.949579831932773, 100, 0, 0.41
5.0000000000000004e-08, 20000, 2.0168067226890756, 100, 0, 0.4275
5.0000000000000004e-08, 20000, 2.084033613445378, 100, 0, 0.43
5.0000000000000004e-08, 20000, 2.1512605042016806, 100, 0, 0.425
5.0000000000000004e-08, 20000, 2.2184873949579833, 100, 0, 0.4125
5.0000000000000004e-08, 20000, 2.2857142857142856, 100, 0, 0.395
5.0000000000000004e-08, 20000, 2.3529411764705883, 100, 0, 0.415
5.0000000000000004e-08, 20000, 2.4201680672268906, 100, 0, 0.42
5.0000000000000004e-08, 20000, 2.4873949579831933, 100, 0, 0.375
5.0000000000000004e-08, 20000, 2.5546218487394956, 100, 0, 0.375
5.0000000000000004e-08, 20000, 2.6218487394957983, 100, 0, 0.3675
5.0000000000000004e-08, 20000, 2.6890756302521006, 100, 0, 0.3625
5.0000000000000004e-08, 20000, 2.7563025210084033, 100, 0, 0.355
5.0000000000000004e-08, 20000, 2.8235294117647056, 100, 0, 0.34
5.0000000000000004e-08, 20000, 2.8907563025210083, 100, 0, 0.3725
5.0000000000000004e-08, 20000, 2.9579831932773106, 100, 0, 0.3925
5.0000000000000004e-08, 20000, 3.0252100840336134, 100, 0, 0.345
5.0000000000000004e-08, 20000, 3.0924369747899156, 100, 0, 0.335
5.0000000000000004e-08, 20000, 3.1596638655462184, 100, 0, 0.34
5.0000000000000004e-08, 20000, 3.226890756302521, 100, 0, 0.345
5.0000000000000004e-08, 20000, 3.2941176470588234, 100, 0, 0.3375
5.0000000000000004e-08, 20000, 3.361344537815126, 100, 0, 0.335
5.0000000000000004e-08, 20000, 3.4285714285714284, 100, 0, 0.325
5.0000000000000004e-08, 20000, 3.495798319327731, 100, 0, 0.34
5.0000000000000004e-08, 20000, 3.5630252100840334, 100, 0, 0.3325
5.0000000000000004e-08, 20000, 3.630252100840336, 100, 0, 0.3375
5.0000000000000004e-08, 20000, 3.6974789915966384, 100, 0, 0.345
5.0000000000000004e-08, 20000, 3.764705882352941, 100, 0, 0.35
5.0000000000000004e-08, 20000, 3.8319327731092434, 100, 0, 0.34
5.0000000000000004e-08, 20000, 3.899159663865546, 100, 0, 0.3325
5.0000000000000004e-08, 20000, 3.9663865546218484, 100, 0, 0.3425
5.0000000000000004e-08, 20000, 4.033613445378151, 100, 0, 0.3275
5.0000000000000004e-08, 20000, 4.100840336134453, 100, 0, 0.3275
5.0000000000000004e-08, 20000, 4.168067226890756, 100, 0, 0.3325
5.0000000000000004e-08, 20000, 4.235294117647059, 100, 0, 0.3
5.0000000000000004e-08, 20000, 4.302521008403361, 100, 0, 0.3
5.0000000000000004e-08, 20000, 4.369747899159663, 100, 0, 0.3125
5.0000000000000004e-08, 20000, 4.436974789915967, 100, 0, 0.3225
5.0000000000000004e-08, 20000, 4.504201680672269, 100, 0, 0.3175
5.0000000000000004e-08, 20000, 4.571428571428571, 100, 0, 0.3425
5.0000000000000004e-08, 20000, 4.6386554621848735, 100, 0, 0.3275
5.0000000000000004e-08, 20000, 4.705882352941177, 100, 0, 0.32
5.0000000000000004e-08, 20000, 4.773109243697479, 100, 0, 0.335
5.0000000000000004e-08, 20000, 4.840336134453781, 100, 0, 0.3175
5.0000000000000004e-08, 20000, 4.9075630252100835, 100, 0, 0.3075
5.0000000000000004e-08, 20000, 4.974789915966387, 100, 0, 0.3
5.0000000000000004e-08, 20000, 5.042016806722689, 100, 0, 0.315
5.0000000000000004e-08, 20000, 5.109243697478991, 100, 0, 0.3275
5.0000000000000004e-08, 20000, 5.1764705882352935, 100, 0, 0.285
5.0000000000000004e-08, 20000, 5.243697478991597, 100, 0, 0.33
5.0000000000000004e-08, 20000, 5.310924369747899, 100, 0, 0.315
5.0000000000000004e-08, 20000, 5.378151260504201, 100, 0, 0.3175
5.0000000000000004e-08, 20000, 5.445378151260504, 100, 0, 0.305
5.0000000000000004e-08, 20000, 5.512605042016807, 100, 0, 0.315
5.0000000000000004e-08, 20000, 5.579831932773109, 100, 0, 0.32
5.0000000000000004e-08, 20000, 5.647058823529411, 100, 0, 0.315
5.0000000000000004e-08, 20000, 5.714285714285714, 100, 0, 0.3075
5.0000000000000004e-08, 20000, 5.781512605042017, 100, 0, 0.2925
5.0000000000000004e-08, 20000, 5.848739495798319, 100, 0, 0.3
5.0000000000000004e-08, 20000, 5.915966386554621, 100, 0, 0.2975
5.0000000000000004e-08, 20000, 5.983193277310924, 100, 0, 0.2925
5.0000000000000004e-08, 20000, 6.050420168067227, 100, 0, 0.3
5.0000000000000004e-08, 20000, 6.117647058823529, 100, 0, 0.305
5.0000000000000004e-08, 20000, 6.184873949579831, 100, 0, 0.3025
5.0000000000000004e-08, 20000, 6.2521008403361344, 100, 0, 0.275
5.0000000000000004e-08, 20000, 6.319327731092437, 100, 0, 0.2975
5.0000000000000004e-08, 20000, 6.386554621848739, 100, 0, 0.305
5.0000000000000004e-08, 20000, 6.453781512605042, 100, 0, 0.3075
5.0000000000000004e-08, 20000, 6.5210084033613445, 100, 0, 0.3
5.0000000000000004e-08, 20000, 6.588235294117647, 100, 0, 0.2825
5.0000000000000004e-08, 20000, 6.655462184873949, 100, 0, 0.2925
5.0000000000000004e-08, 20000, 6.722689075630252, 100, 0, 0.3075
5.0000000000000004e-08, 20000, 6.7899159663865545, 100, 0, 0.2875
5.0000000000000004e-08, 20000, 6.857142857142857, 100, 0, 0.2925
5.0000000000000004e-08, 20000, 6.924369747899159, 100, 0, 0.29
5.0000000000000004e-08, 20000, 6.991596638655462, 100, 0, 0.295
5.0000000000000004e-08, 20000, 7.0588235294117645, 100, 0, 0.3075
5.0000000000000004e-08, 20000, 7.126050420168067, 100, 0, 0.28
5.0000000000000004e-08, 20000, 7.193277310924369, 100, 0, 0.2975
5.0000000000000004e-08, 20000, 7.260504201680672, 100, 0, 0.3
5.0000000000000004e-08, 20000, 7.3277310924369745, 100, 0, 0.2875
5.0000000000000004e-08, 20000, 7.394957983193277, 100, 0, 0.2875
5.0000000000000004e-08, 20000, 7.462184873949579, 100, 0, 0.305
5.0000000000000004e-08, 20000, 7.529411764705882, 100, 0, 0.285
5.0000000000000004e-08, 20000, 7.5966386554621845, 100, 0, 0.295
5.0000000000000004e-08, 20000, 7.663865546218487, 100, 0, 0.2875
5.0000000000000004e-08, 20000, 7.73109243697479, 100, 0, 0.29
5.0000000000000004e-08, 20000, 7.798319327731092, 100, 0, 0.2875
5.0000000000000004e-08, 20000, 7.8655462184873945, 100, 0, 0.2975
5.0000000000000004e-08, 20000, 7.932773109243697, 100, 0, 0.2825
5.0000000000000004e-08, 20000, 8.0, 100, 0, 0.3
5.0000000000000004e-08, 30000, 0.0, 100, 0, 0.25
5.0000000000000004e-08, 30000, 0.06722689075630252, 100, 0, 0.2325
5.0000000000000004e-08, 30000, 0.13445378151260504, 100, 0, 0.2625
5.0000000000000004e-08, 30000, 0.20168067226890757, 100, 0, 0.2225
5.0000000000000004e-08, 30000, 0.2689075630252101, 100, 0, 0.2675
5.0000000000000004e-08, 30000, 0.3361344537815126, 100, 0, 0.315
5.0000000000000004e-08, 30000, 0.40336134453781514, 100, 0, 0.335
5.0000000000000004e-08, 30000, 0.47058823529411764, 100, 0, 0.3675
5.0000000000000004e-08, 30000, 0.5378151260504201, 100, 0, 0.375
5.0000000000000004e-08, 30000, 0.6050420168067226, 100, 0, 0.3875
5.0000000000000004e-08, 30000, 0.6722689075630252, 100, 0, 0.3725
5.0000000000000004e-08, 30000, 0.7394957983193277, 100, 0, 0.4
5.0000000000000004e-08, 30000, 0.8067226890756303, 100, 0, 0.3625
5.0000000000000004e-08, 30000, 0.8739495798319328, 100, 0, 0.3875
5.0000000000000004e-08, 30000, 0.9411764705882353, 100, 0, 0.405
5.0000000000000004e-08, 30000, 1.0084033613445378, 100, 0, 0.4375
5.0000000000000004e-08, 30000, 1.0756302521008403, 100, 0, 0.4025
5.0000000000000004e-08, 30000, 1.1428571428571428, 100, 0, 0.4125
5.0000000000000004e-08, 30000, 1.2100840336134453, 100, 0, 0.42
5.0000000000000004e-08, 30000, 1.2773109243697478, 100, 0, 0.41
5.0000000000000004e-08, 30000, 1.3445378151260503, 100, 0, 0.44
5.0000000000000004e-08, 30000, 1.4117647058823528, 100, 0, 0.4175
5.0000000000000004e-08, 30000, 1.4789915966386553, 100, 0, 0.415
5.0000000000000004e-08, 30000, 1.5462184873949578, 100, 0, 0.3925
5.0000000000000004e-08, 30000, 1.6134453781512605, 100, 0, 0.42
5.0000000000000004e-08, 30000, 1.680672268907563, 100, 0, 0.39
5.0000000000000004e-08, 30000, 1.7478991596638656, 100, 0, 0.405
5.0000000000000004e-08, 30000, 1.815126050420168, 100, 0, 0.4025
5.0000000000000004e-08, 30000, 1.8823529411764706, 100, 0, 0.41
5.0000000000000004e-08, 30000, 1.949579831932773, 100, 0, 0.4575
5.0000000000000004e-08, 30000, 2.0168067226890756, 100, 0, 0.4325
5.0000000000000004e-08, 30000, 2.084033613445378, 100, 0, 0.4225
5.0000000000000004e-08, 30000, 2.1512605042016806, 100, 0, 0.3925
5.0000000000000004e-08, 30000, 2.2184873949579833, 100, 0, 0.395
5.0000000000000004e-08, 30000, 2.2857142857142856, 100, 0, 0.4
5.0000000000000004e-08, 30000, 2.3529411764705883, 100, 0, 0.41
5.0000000000000004e-08, 30000, 2.4201680672268906, 100, 0, 0.415
5.0000000000000004e-08, 30000, 2.4873949579831933, 100, 0, 0.4175
5.0000000000000004e-08, 30000, 2.5546218487394956, 100, 0, 0.395
5.0000000000000004e-08, 30000, 2.6218487394957983, 100, 0, 0.405
5.0000000000000004e-08, 30000, 2.6890756302521006, 100, 0, 0.3625
5.0000000000000004e-08, 30000, 2.7563025210084033, 100, 0, 0.385
5.0000000000000004e-08, 30000, 2.8235294117647056, 100, 0, 0.3875
5.0000000000000004e-08, 30000, 2.8907563025210083, 100, 0, 0.395
5.0000000000000004e-08, 30000, 2.9579831932773106, 100, 0, 0.3625
5.0000000000000004e-08, 30000, 3.0252100840336134, 100, 0, 0.37
5.0000000000000004e-08, 30000, 3.0924369747899156, 100, 0, 0.34
5.0000000000000004e-08, 30000, 3.1596638655462184, 100, 0, 0.3425
5.0000000000000004e-08, 30000, 3.226890756302521, 100, 0, 0.3475
5.0000000000000004e-08, 30000, 3.2941176470588234, 100, 0, 0.3675
5.0000000000000004e-08, 30000, 3.361344537815126, 100, 0, 0.3275
5.0000000000000004e-08, 30000, 3.4285714285714284, 100, 0, 0.335
5.0000000000000004e-08, 30000, 3.495798319327731, 100, 0, 0.315
5.0000000000000004e-08, 30000, 3.5630252100840334, 100, 0, 0.3425
5.0000000000000004e-08, 30000, 3.630252100840336, 100, 0, 0.34
5.0000000000000004e-08, 30000, 3.6974789915966384, 100, 0, 0.3475
5.0000000000000004e-08, 30000, 3.764705882352941, 100, 0, 0.3375
5.0000000000000004e-08, 30000, 3.8319327731092434, 100, 0, 0.3275
5.0000000000000004e-08, 30000, 3.899159663865546, 100, 0, 0.32
5.0000000000000004e-08, 30000, 3.9663865546218484, 100, 0, 0.3175
5.0000000000000004e-08, 30000, 4.033613445378151, 100, 0, 0.335
5.0000000000000004e-08, 30000, 4.100840336134453, 100, 0, 0.3125
5.0000000000000004e-08, 30000, 4.168067226890756, 100, 0, 0.305
5.0000000000000004e-08, 30000, 4.235294117647059, 100, 0, 0.3475
5.0000000000000004e-08, 30000, 4.302521008403361, 100, 0, 0.3075
5.0000000000000004e-08, 30000, 4.369747899159663, 100, 0, 0.3175
5.0000000000000004e-08, 30000, 4.436974789915967, 100, 0, 0.32
5.0000000000000004e-08, 30000, 4.504201680672269, 100, 0, 0.3
5.0000000000000004e-08, 30000, 4.571428571428571, 100, 0, 0.305
5.0000000000000004e-08, 30000, 4.6386554621848735, 100, 0, 0.305
5.0000000000000004e-08, 30000, 4.705882352941177, 100, 0, 0.3175
5.0000000000000004e-08, 30000, 4.773109243697479, 100, 0, 0.3125
5.0000000000000004e-08, 30000, 4.840336134453781, 100, 0, 0.295
5.0000000000000004e-08, 30000, 4.9075630252100835, 100, 0, 0.3075
5.0000000000000004e-08, 30000, 4.974789915966387, 100, 0, 0.3175
5.0000000000000004e-08, 30000, 5.042016806722689, 100, 0, 0.3
5.0000000000000004e-08, 30000, 5.109243697478991, 100, 0, 0.32
5.0000000000000004e-08, 30000, 5.1764705882352935, 100, 0, 0.3025
5.0000000000000004e-08, 30000, 5.243697478991597, 100, 0, 0.305
5.0000000000000004e-08, 30000, 5.310924369747899, 100, 0, 0.3275
5.0000000000000004e-08, 30000, 5.378151260504201, 100, 0, 0.3125
5.0000000000000004e-08, 30000, 5.445378151260504, 100, 0, 0.2975
5.0000000000000004e-08, 30000, 5.512605042016807, 100, 0, 0.2975
5.0000000000000004e-08, 30000, 5.579831932773109, 100, 0, 0.3025
5.0000000000000004e-08, 30000, 5.647058823529411, 100, 0, 0.3
5.0000000000000004e-08, 30000, 5.714285714285714, 100, 0, 0.285
5.0000000000000004e-08, 30000, 5.781512605042017, 100, 0, 0.2875
5.0000000000000004e-08, 30000, 5.848739495798319, 100, 0, 0.3125
5.0000000000000004e-08, 30000, 5.915966386554621, 100, 0, 0.2925
5.0000000000000004e-08, 30000, 5.983193277310924, 100, 0, 0.2975
5.0000000000000004e-08, 30000, 6.050420168067227, 100, 0, 0.3125
5.0000000000000004e-08, 30000, 6.117647058823529, 100, 0, 0.3175
5.0000000000000004e-08, 30000, 6.184873949579831, 100, 0, 0.3075
5.0000000000000004e-08, 30000, 6.2521008403361344, 100, 0, 0.3025
5.0000000000000004e-08, 30000, 6.319327731092437, 100, 0, 0.2975
5.0000000000000004e-08, 30000, 6.386554621848739, 100, 0, 0.2875
5.0000000000000004e-08, 30000, 6.453781512605042, 100, 0, 0.2725
5.0000000000000004e-08, 30000, 6.5210084033613445, 100, 0, 0.285
5.0000000000000004e-08, 30000, 6.588235294117647, 100, 0, 0.2925
5.0000000000000004e-08, 30000, 6.655462184873949, 100, 0, 0.295
5.0000000000000004e-08, 30000, 6.722689075630252, 100, 0, 0.29
5.0000000000000004e-08, 30000, 6.7899159663865545, 100, 0, 0.285
5.0000000000000004e-08, 30000, 6.857142857142857, 100, 0, 0.3025
5.0000000000000004e-08, 30000, 6.924369747899159, 100, 0, 0.2775
5.0000000000000004e-08, 30000, 6.991596638655462, 100, 0, 0.28
5.0000000000000004e-08, 30000, 7.0588235294117645, 100, 0, 0.28
5.0000000000000004e-08, 30000, 7.126050420168067, 100, 0, 0.2925
5.0000000000000004e-08, 30000, 7.193277310924369, 100, 0, 0.28
5.0000000000000004e-08, 30000, 7.260504201680672, 100, 0, 0.2825
5.0000000000000004e-08, 30000, 7.3277310924369745, 100, 0, 0.285
5.0000000000000004e-08, 30000, 7.394957983193277, 100, 0, 0.2825
5.0000000000000004e-08, 30000, 7.462184873949579, 100, 0, 0.29
5.0000000000000004e-08, 30000, 7.529411764705882, 100, 0, 0.2925
5.0000000000000004e-08, 30000, 7.5966386554621845, 100, 0, 0.2725
5.0000000000000004e-08, 30000, 7.663865546218487, 100, 0, 0.275
5.0000000000000004e-08, 30000, 7.73109243697479, 100, 0, 0.275
5.0000000000000004e-08, 30000, 7.798319327731092, 100, 0, 0.2875
5.0000000000000004e-08, 30000, 7.8655462184873945, 100, 0, 0.28
5.0000000000000004e-08, 30000, 7.932773109243697, 100, 0, 0.275
5.0000000000000004e-08, 30000, 8.0, 100, 0, 0.28
